NAME,AC_NAME,CD_BLOCK,C11_CODE,T_Househol,T_Popu,M_Popu,F_Popu,T_0_6_Yrs,M_0_6_Yrs,F_0_6_Yrs,T_SC_Popu,M_SC_Popu,F_SC_Popu,T_ST_Popu,M_ST_Popu,F_ST_Popu,T_Literate,M_Literate,F_Literate,T_Illitera,M_Illitera,F_Illitera,T_Workers,M_Workers,F_Workers,T_Mn_Wkers,M_Mn_Wkers,F_Mn_Wkers,T_Mn_Culti,M_Mn_Culti,F_Mn_Culti,T_Mn_Agr_L,M_Mn_Agr_L,F_Mn_Agr_L,T_Mn_HH_IW,M_Mn_HH_IW,F_Mn_HH_IW,T_Mn_OWker,M_Mn_OWker,F_Mn_OWker,T_Mg_Wkers,M_Mg_Wkers,F_Mg_Wkers,T_Mg_Culti,M_Mg_Culti,F_Mg_Culti,T_Mg_A_Lab,M_Mg_A_Lab,F_Mg_A_Lab,T_Mg_HH_IW,M_Mg_HH_IW,F_Mg_HH_IW,T_Mg_O_W,M_Mg_O_W,F_Mg_O_W,T_Mg_W_3_6,M_Mg_W_3_6,F_Mg_W_3_6,T_Mg_C_3_6,M_Mg_C_3_6,F_Mg_C_3_6,T_Mg_AL3_6,M_Mg_AL3_6,F_Mg_AL3_6,T_Mg_HIW36,M_Mg_HIW36,F_Mg_HIW36,T_Mg_OW3_6,M_Mg_OW3_6,F_Mg_OW3_6,T_Mg_W_0_3,M_Mg_W_0_3,F_Mg_W_0_3,T_Mg_C_0_3,M_Mg_C_0_3,F_Mg_C_0_3,T_Mg_AL0_3,M_Mg_AL0_3,F_Mg_AL0_3,T_Mg_HIW03,M_Mg_HIW03,F_Mg_HIW03,T_Mg_OW0_3,M_Mg_OW0_3,F_Mg_OW0_3,T_NWkers_P,M_NWkers_P,F_NWkers_P
Sawlad Marbisu,,,278192,72,424,192,232,75,35,40,0,0,0,423,191,232,327,147,180,97,45,52,156,95,61,154,93,61,61,31,30,16,14,2,0,0,0,77,48,29,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,97,171
Lum Langniang,,,278191,30,136,78,58,35,21,14,0,0,0,136,78,58,70,41,29,66,37,29,64,34,30,62,33,29,57,30,27,3,1,2,0,0,0,2,2,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,72,44,28
Mawngap Lumparing,,,278194,156,817,404,413,178,95,83,0,0,0,809,396,413,589,281,308,228,123,105,246,164,82,239,162,77,24,12,12,75,54,21,0,0,0,140,96,44,7,2,5,1,0,1,3,1,2,0,0,0,3,1,2,5,1,4,1,0,1,2,0,2,0,0,0,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,571,240,331
Traw Saitkhlieh,,,278196,59,347,171,176,87,42,45,0,0,0,344,168,176,233,113,120,114,58,56,124,90,34,123,89,34,2,1,1,103,79,24,0,0,0,18,9,9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,81,142
Wahlyngkien Sunei,,,278205,71,354,172,182,75,38,37,0,0,0,354,172,182,244,121,123,110,51,59,153,78,75,145,75,70,112,54,58,0,0,0,16,10,6,17,11,6,8,3,5,5,1,4,1,1,0,1,1,0,1,0,1,5,3,2,3,1,2,1,1,0,1,1,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,1,0,1,201,94,107
Dongiewrim(Mawphlang),,,278204,146,676,332,344,108,64,44,0,0,0,676,332,344,501,248,253,175,84,91,219,135,84,116,74,42,5,5,0,1,0,1,1,1,0,109,68,41,103,61,42,21,14,7,34,12,22,43,31,12,5,4,1,103,61,42,21,14,7,34,12,22,43,31,12,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,197,260
Nongrum(Mawphlang),,,278203,120,632,309,323,105,59,46,0,0,0,628,306,322,495,240,255,137,69,68,246,140,106,141,80,61,27,8,19,12,7,5,5,5,0,97,60,37,105,60,45,31,8,23,34,26,8,8,8,0,32,18,14,92,53,39,27,7,20,27,22,5,6,6,0,32,18,14,13,7,7,4,1,3,7,4,3,2,2,0,0,0,0,386,169,217
Mawngap Khliehshnong,,,278202,126,650,326,324,141,75,66,0,0,0,649,325,324,444,215,229,206,111,95,216,147,69,207,146,61,12,7,5,169,123,46,0,0,0,26,16,10,9,1,8,1,0,1,4,1,3,0,0,0,4,0,4,9,1,8,1,0,1,4,1,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,179,255
Kharlakhar Lumparing,,,278209,32,169,73,96,43,15,28,0,0,0,169,73,96,91,41,50,78,32,46,71,39,32,70,38,32,59,31,28,0,0,0,0,0,0,11,7,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,34,64
Mawngap Mawkharshiing,,,278210,165,931,428,503,200,93,107,0,0,0,928,427,501,689,316,373,242,112,130,300,194,106,298,193,105,48,32,16,127,83,44,1,1,0,122,77,45,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,234,397
Ur-Ur,,,278212,88,418,215,203,82,51,31,0,0,0,418,215,203,222,99,123,196,116,80,146,117,29,142,115,27,44,33,11,92,77,15,0,0,0,6,5,1,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,98,174
Mawlyngthoh,,,278215,75,422,218,204,65,36,29,0,0,0,421,217,204,294,151,143,128,67,61,205,104,101,203,102,101,165,84,81,1,1,0,0,0,0,37,17,20,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,114,103
Dewsaw Mawlein,,,278220,18,108,56,52,26,10,16,0,0,0,108,56,52,59,35,24,49,21,28,55,32,23,55,32,23,53,30,23,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,24,29
Lawkhla,,,278223,55,308,159,149,73,34,39,0,0,0,308,159,149,213,116,97,95,43,52,96,73,23,85,65,20,73,62,11,0,0,0,0,0,0,12,3,9,11,8,3,7,6,1,0,0,0,0,0,0,4,2,2,11,8,3,7,6,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,86,126
Nongthymmai Rum,,,278236,41,209,107,102,60,33,27,0,0,0,209,107,102,102,45,57,107,62,45,97,47,50,97,47,50,70,33,37,26,14,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,60,52
Mawponghong,,,278235,82,431,208,223,95,48,47,0,0,0,430,208,222,287,140,147,144,68,76,226,112,114,216,109,107,149,75,74,44,25,19,5,1,4,18,8,10,10,3,7,2,1,1,0,0,0,0,0,0,8,2,6,10,3,7,2,1,1,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,96,109
Nongthymmai Neng,,,278234,69,369,168,201,104,46,58,0,0,0,365,165,200,218,102,116,151,66,85,182,86,96,182,86,96,113,47,66,67,38,29,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,82,105
Umkaber,,,278239,82,364,198,166,75,47,28,0,0,0,361,196,165,284,148,136,80,50,30,160,79,81,157,79,78,96,39,57,32,23,9,0,0,0,29,17,12,3,0,3,1,0,1,1,0,1,0,0,0,1,0,1,3,0,3,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,119,85
Phanniewlahneng,,,278240,134,607,306,301,155,76,79,0,0,0,595,298,297,437,218,219,170,88,82,270,140,130,268,138,130,205,99,106,3,2,1,0,0,0,60,37,23,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,166,171
Phanniewlahrum,,,278241,70,337,172,165,72,43,29,0,0,0,337,172,165,217,108,109,120,64,56,148,76,72,148,76,72,41,21,20,93,43,50,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,96,93
Ummawiong,,,278243,26,168,87,81,44,26,18,0,0,0,168,87,81,101,46,55,67,41,26,70,37,33,70,37,33,64,33,31,0,0,0,1,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,50,48
Wahsohlait,,,278245,118,534,282,252,119,67,52,0,0,0,533,282,251,377,195,182,157,87,70,165,124,41,146,114,32,116,92,24,3,1,2,0,0,0,27,21,6,19,10,9,8,5,3,5,4,1,0,0,0,6,1,5,19,10,9,8,5,3,5,4,1,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,158,211
Mawmahwar,,,278249,51,324,161,163,87,43,44,0,0,0,323,161,162,113,56,57,211,105,106,107,66,41,105,64,41,98,62,36,5,1,4,0,0,0,2,1,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,95,122
Pyrton Sohphoh,,,278248,43,245,124,121,65,32,33,0,0,0,236,121,115,113,47,66,132,77,55,101,55,46,92,51,41,88,47,41,1,1,0,0,0,0,3,3,0,9,4,5,8,4,4,0,0,0,0,0,0,1,0,1,8,4,4,7,4,3,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,144,69,75
Laitsohphlang,,,278252,27,137,70,67,37,19,18,0,0,0,137,70,67,81,41,40,56,29,27,63,33,30,63,33,30,42,16,26,15,12,3,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,37,37
Umroh,,,278261,86,495,249,246,110,59,51,0,0,0,492,248,244,317,153,164,178,96,82,174,109,65,116,74,42,41,29,12,13,8,5,7,4,3,55,33,22,58,35,23,11,5,6,12,7,5,1,1,0,34,22,12,57,34,23,11,5,6,11,6,5,1,1,0,34,22,12,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,321,140,181
Umsaw Mawjynrong,,,278263,120,629,321,308,125,68,57,0,0,0,546,283,263,164,85,79,465,236,229,248,160,88,153,109,44,84,54,30,23,18,5,0,0,0,46,37,9,95,51,44,28,13,15,16,9,7,1,1,0,50,28,22,50,25,25,12,7,5,7,3,4,1,1,0,30,14,16,45,26,26,16,6,10,9,6,3,0,0,0,20,14,6,381,161,220
Dewsaw Mawrisan,,,278269,29,162,72,90,41,19,22,0,0,0,162,72,90,70,31,39,92,41,51,81,35,46,78,34,44,76,33,43,0,0,0,0,0,0,2,1,1,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,37,44
Mawkynroh Umshing,,,278271,534,2582,1238,1344,378,196,182,3,1,2,2086,1003,1083,1900,905,995,682,333,349,940,596,344,883,568,315,41,25,16,72,38,34,43,36,7,727,469,258,57,28,29,4,2,2,11,3,8,3,3,0,39,20,19,48,25,23,4,2,2,5,2,3,3,3,0,36,18,18,9,3,3,0,0,0,6,1,5,0,0,0,3,2,1,1642,642,1000
Mawlaingut A,,,278278,17,88,42,46,16,9,7,0,0,0,88,42,46,50,25,25,38,17,21,40,17,23,40,17,23,40,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,23
Mawlaingut B,,,278279,37,195,86,109,40,17,23,0,0,0,195,86,109,68,22,46,127,64,63,88,39,49,87,39,48,87,39,48,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,47,60
Kreit Nongshilliang,,,278281,57,315,159,156,65,44,21,0,0,0,315,159,156,218,98,120,97,61,36,153,75,78,152,74,78,139,69,70,0,0,0,0,0,0,13,5,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,162,84,78
Nongsawiing Pdengshnong,,,278283,40,220,99,121,49,19,30,0,0,0,220,99,121,149,68,81,71,31,40,90,52,38,90,52,38,35,23,12,39,19,20,0,0,0,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,47,83
Lumpdeng,,,278284,289,1358,670,688,254,136,118,0,0,0,1348,664,684,980,484,496,378,186,192,468,272,196,365,218,147,7,3,4,0,0,0,0,0,0,358,215,143,103,54,49,0,0,0,0,0,0,0,0,0,103,54,49,103,54,49,0,0,0,0,0,0,0,0,0,103,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,398,492
Nongrah,,,278286,1476,7316,3538,3778,1069,551,518,60,36,24,6811,3249,3562,5604,2718,2886,1712,820,892,2517,1569,948,2465,1545,920,27,15,12,4,3,1,45,37,8,2389,1490,899,52,24,28,2,0,2,1,0,1,1,0,1,48,24,24,44,21,23,2,0,2,1,0,1,0,0,0,41,21,20,8,3,3,0,0,0,0,0,0,1,0,1,7,3,4,4799,1969,2830
Kynton Mynnar,,,278291,68,378,187,191,94,45,49,0,0,0,377,186,191,243,118,125,135,69,66,174,85,89,173,84,89,146,65,81,0,0,0,2,2,0,25,17,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,102,102
Lawmei,,,278294,191,1102,542,560,259,136,123,0,0,0,1097,538,559,660,305,355,442,237,205,592,290,302,407,247,160,344,207,137,4,3,1,1,1,0,58,36,22,185,43,142,160,33,127,17,5,12,2,2,0,6,3,3,77,10,67,56,2,54,14,4,10,2,2,0,5,2,3,108,33,33,104,31,73,3,1,2,0,0,0,1,1,0,510,252,258
Kynton Mynnar A,,,278293,44,212,105,107,47,23,24,0,0,0,209,103,106,135,60,75,77,45,32,142,68,74,49,46,3,40,40,0,0,0,0,0,0,0,9,6,3,93,22,71,76,22,54,17,0,17,0,0,0,0,0,0,46,3,43,29,3,26,17,0,17,0,0,0,0,0,0,47,19,19,47,19,28,0,0,0,0,0,0,0,0,0,70,37,33
3 1/2 Mile,,,278296,285,1387,658,729,208,112,96,2,2,0,1270,593,677,1031,485,546,356,173,183,506,304,202,429,267,162,32,8,24,21,9,12,4,2,2,372,248,124,77,37,40,6,0,6,2,1,1,1,0,1,68,36,32,66,34,32,3,0,3,0,0,0,1,0,1,62,34,28,11,3,3,3,0,3,2,1,1,0,0,0,6,2,4,881,354,527
4 1/2 Mile,,,278298,162,864,411,453,121,53,68,0,0,0,849,398,451,692,339,353,172,72,100,276,189,87,251,174,77,4,3,1,8,6,2,2,2,0,237,163,74,25,15,10,0,0,0,1,0,1,3,3,0,21,12,9,25,15,10,0,0,0,1,0,1,3,3,0,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,222,366
Myrkhan,,,278301,47,276,143,133,41,24,17,0,0,0,276,143,133,217,107,110,59,36,23,104,73,31,104,73,31,78,50,28,8,8,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,70,102
Laitmynsaw,,,278302,31,177,86,91,33,16,17,0,0,0,174,84,90,130,62,68,47,24,23,80,47,33,80,47,33,64,36,28,0,0,0,0,0,0,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,39,58
Laitkor Nongdaneng,,,278307,669,2841,1523,1318,412,222,190,26,21,5,1572,752,820,2221,1215,1006,620,308,312,1093,889,204,1065,865,200,4,4,0,12,10,2,0,0,0,1049,851,198,28,24,4,3,2,1,0,0,0,0,0,0,25,22,3,28,24,4,3,2,1,0,0,0,0,0,0,25,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,634,1114
Ritmawniew,,,278313,37,185,92,93,24,13,11,0,0,0,182,91,91,157,77,80,28,15,13,85,42,43,85,42,43,13,7,6,4,3,1,0,0,0,68,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50
Mawkriah West,,,278317,134,616,307,309,79,46,33,0,0,0,607,302,305,518,254,264,98,53,45,304,171,133,234,151,83,172,117,55,28,17,11,0,0,0,34,17,17,70,20,50,14,0,14,27,6,21,0,0,0,29,14,15,70,20,50,14,0,14,27,6,21,0,0,0,29,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,136,176
Mawkhanpasir,,,278322,158,902,429,473,169,83,86,0,0,0,901,428,473,617,293,324,285,136,149,378,185,193,369,180,189,250,116,134,46,25,21,9,0,9,64,39,25,9,5,4,1,1,0,3,1,2,0,0,0,5,3,2,8,4,4,1,1,0,2,0,2,0,0,0,5,3,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,524,244,280
Lumdewsaw,,,278321,52,293,145,148,60,35,25,0,0,0,293,145,148,219,102,117,74,43,31,200,94,106,152,79,73,112,56,56,26,17,9,1,1,0,13,5,8,48,15,33,45,14,31,1,1,0,1,0,1,1,0,1,34,12,22,32,11,21,1,1,0,0,0,0,1,0,1,14,3,3,13,3,10,0,0,0,1,0,1,0,0,0,93,51,42
Umiew,,,278327,157,894,431,463,197,100,97,0,0,0,889,429,460,623,290,333,271,141,130,374,217,157,372,216,156,284,156,128,36,26,10,0,0,0,52,34,18,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,214,306
Rngi shyllong,,,278328,153,865,414,451,181,83,98,0,0,0,812,385,427,543,267,276,322,147,175,333,204,129,286,186,100,141,84,57,29,23,6,0,0,0,116,79,37,47,18,29,14,9,5,21,6,15,0,0,0,12,3,9,46,17,29,14,9,5,21,6,15,0,0,0,11,2,9,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,532,210,322
Laitkor Lumheh,,,278329,837,4146,2233,1913,649,326,323,21,14,7,2109,978,1131,3057,1704,1353,1089,529,560,1756,1335,421,1473,1169,304,109,43,66,65,30,35,7,5,2,1292,1091,201,283,166,117,109,42,67,32,17,15,0,0,0,142,107,35,242,149,93,77,29,48,24,14,10,0,0,0,141,106,35,41,17,17,32,13,19,8,3,5,0,0,0,1,1,0,2390,898,1492
Mawbynna,,,278324,292,1526,729,797,312,151,161,1,1,0,1490,711,779,798,371,427,728,358,370,601,361,240,462,287,175,211,128,83,59,36,23,6,5,1,186,118,68,139,74,65,50,28,22,78,44,34,0,0,0,11,2,9,120,68,52,43,26,17,69,40,29,0,0,0,8,2,6,19,6,6,7,2,5,9,4,5,0,0,0,3,0,3,925,368,557
Mawtharia,,,278325,66,372,188,184,72,41,31,0,0,0,365,183,182,292,144,148,80,44,36,142,96,46,142,96,46,51,30,21,1,1,0,0,0,0,90,65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,92,138
Liewlong,,,278326,202,1169,589,580,286,145,141,0,0,0,1165,586,579,459,211,248,710,378,332,480,280,200,469,279,190,260,121,139,12,6,6,1,0,1,196,152,44,11,1,10,3,0,3,4,0,4,1,0,1,3,1,2,6,0,6,2,0,2,3,0,3,0,0,0,1,0,1,5,1,1,1,0,1,1,0,1,1,0,1,2,1,1,689,309,380
Umsaw (Mylliem),,,278337,140,760,375,385,165,84,81,0,0,0,758,374,384,399,190,209,361,185,176,369,196,173,364,193,171,255,128,127,45,23,22,0,0,0,64,42,22,5,3,2,0,0,0,0,0,0,1,1,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,1,1,0,3,1,2,391,179,212
Kyndong Nongkyntir,,,278341,143,802,390,412,182,79,103,0,0,0,799,389,410,544,266,278,258,124,134,294,193,101,259,176,83,44,27,17,147,103,44,11,11,0,57,35,22,35,17,18,0,0,0,34,17,17,0,0,0,1,0,1,23,13,10,0,0,0,23,13,10,0,0,0,0,0,0,12,4,4,0,0,0,11,4,7,0,0,0,1,0,1,508,197,311
Madan-Iingsyiem,,,278340,249,1352,645,707,288,140,148,0,0,0,1348,644,704,943,441,502,409,204,205,484,295,189,440,274,166,92,50,42,168,115,53,4,4,0,176,105,71,44,21,23,40,18,22,4,3,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,43,21,21,39,18,21,4,3,1,0,0,0,0,0,0,868,350,518
Mawnarian,,,278343,67,375,179,196,73,39,34,0,0,0,374,178,196,244,115,129,131,64,67,168,93,75,158,90,68,150,86,64,0,0,0,0,0,0,8,4,4,10,3,7,8,2,6,1,0,1,0,0,0,1,1,0,10,3,7,8,2,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,86,121
Umrakam,,,278347,35,180,81,99,35,13,22,0,0,0,180,81,99,132,63,69,48,18,30,73,41,32,73,41,32,2,1,1,52,25,27,3,3,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,40,67
Pynthormukhrah (CT),,,278354,5755,27219,13706,13513,3391,1765,1626,105,62,43,14756,6942,7814,21146,10936,10210,6073,2770,3303,10045,7000,3045,9462,6658,2804,548,416,132,54,33,21,39,29,10,8821,6180,2641,583,342,241,30,12,18,21,12,9,1,0,1,531,318,213,554,328,226,29,12,17,19,11,8,1,0,1,505,305,200,29,14,14,1,0,1,2,1,1,0,0,0,26,13,13,17174,6706,10468
Nongmynsong (CT),,,278355,3242,15017,7606,7411,2187,1145,1042,92,54,38,7706,3688,4018,10574,5582,4992,4443,2024,2419,5272,3743,1529,4877,3530,1347,86,48,38,24,17,7,36,24,12,4731,3441,1290,395,213,182,4,2,2,10,6,4,2,0,2,379,205,174,360,201,159,4,2,2,10,6,4,2,0,2,344,193,151,35,12,12,0,0,0,0,0,0,0,0,0,35,12,23,9745,3863,5882
Mawlai (CT),,,278353,10661,55012,26335,28677,8542,4412,4130,215,124,91,-1223,25257,28048,42714,20399,22315,12298,5936,6362,19543,11784,7759,18311,11181,7130,71,47,24,106,63,43,137,82,55,17997,10989,7008,1232,603,629,22,6,16,11,3,8,41,9,32,1158,585,573,1068,499,569,22,6,16,8,2,6,38,8,30,1000,483,517,164,104,104,0,0,0,3,1,2,3,1,2,158,102,56,-3006,14551,20918
Pomkaniew,,,278352,123,678,330,348,150,74,76,0,0,0,678,330,348,316,144,172,362,186,176,339,176,163,335,175,160,158,64,94,45,31,14,29,29,0,103,51,52,4,1,3,0,0,0,1,0,1,1,1,0,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,0,2,0,2,339,154,185
Mawlyngngad,,,278376,307,1817,886,931,398,196,202,0,0,0,1813,883,930,1247,597,650,570,289,281,734,470,264,729,468,261,36,22,14,524,359,165,8,2,6,161,85,76,5,2,3,0,0,0,2,1,1,0,0,0,3,1,2,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1083,416,667
Sohryngkham,,,278377,1039,5736,2824,2912,1115,551,564,1,1,0,5672,2787,2885,3902,1871,2031,1834,953,881,2365,1460,905,2142,1370,772,523,377,146,264,209,55,11,11,0,1344,773,571,223,90,133,43,12,31,43,21,22,0,0,0,137,57,80,133,56,77,25,8,17,23,15,8,0,0,0,85,33,52,90,34,34,18,4,14,20,6,14,0,0,0,52,24,28,3371,1364,2007
Mawlyndep,,,278383,113,618,307,311,140,72,68,1,1,0,617,306,311,343,153,190,275,154,121,259,162,97,259,162,97,1,1,0,179,120,59,0,0,0,79,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,145,214
Umtngew,,,278389,51,312,170,142,78,45,33,0,0,0,311,170,141,139,77,62,173,93,80,123,72,51,123,72,51,48,26,22,35,19,16,0,0,0,40,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,98,91
Maw-U-Sam,,,278391,146,782,403,379,186,97,89,0,0,0,780,401,379,556,286,270,226,117,109,372,207,165,365,205,160,282,148,134,3,2,1,5,5,0,75,50,25,7,2,5,0,0,0,4,1,3,1,1,0,2,0,2,5,1,4,0,0,0,3,1,2,0,0,0,2,0,2,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,410,196,214
Warmatlah,,,278396,14,77,34,43,19,7,12,0,0,0,77,34,43,53,24,29,24,10,14,33,17,16,30,16,14,28,16,12,0,0,0,0,0,0,2,0,2,3,1,2,1,0,1,0,0,0,0,0,0,2,1,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,44,17,27
Nongtyrkhang,,,278404,83,459,239,220,139,74,65,0,0,0,456,238,218,239,107,132,220,132,88,209,108,101,209,108,101,206,106,100,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,131,119
